re_id;re_cu_id;re_date;re_amount;re_modeofpayment;re_checknumber;re_bank
845;1784;2005-08-02 10:32;1861;MTW5RYRVMZWMAZO;65295;TA34-1696-7048-8776
846;91;2010-12-04 22:23;13396;7WVWDYJZ7XKYB9P;22557;DX68-1520-8499-7463
847;668;2004-02-19 18:52;8913;HJWRO7BNW7CIN52;22695;MF80-1775-9060-6680
848;1657;2005-04-14 17:36;4048;Y4AY3Q1N9XYUESK;19723;SQ96-8713-3467-7760
849;636;2002-09-17 07:51;42891;9U5R2WNZL8Z5M0B;83139;LL93-9808-2875-9462
850;1615;2002-04-22 11:32;11696;V707YRYQH9IQ9H9;73951;PH56-3489-9422-9309
851;1470;2003-03-20 19:32;22981;MZ9T0BA2GBCVQV1;43399;DM05-1482-7681-4645
852;1579;2003-10-28 02:10;19194;LWY7SDEIVE9TEXP;22692;EY23-3491-3248-4101
853;1233;2009-01-27 16:21;8608;YWJMRI1JWXQNE3Z;68814;BR27-0956-3395-7148
854;1086;2006-06-17 05:09;8991;885CI2A9LQXL2HO;43191;WC34-3195-3402-0503
855;1485;2003-03-27 14:33;1442;M8WUCEI3VEAUMR4;9217;KL98-2269-3925-8306
856;1219;2003-12-07 13:16;24204;FML5SCLWLA10KGH;86085;PE08-2375-5546-3580
857;1777;2009-09-06 03:53;26837;970565ATQ1H3SFM;21930;IO95-7612-6682-9060
858;1445;2005-06-01 19:34;19658;M46FVIQ9N082DHI;69076;XJ83-9147-5826-0395
859;37;2005-10-08 01:50;23341;XULEQZLACREQVH4;46850;PI89-3945-0041-1118
860;1563;2004-02-08 14:42;2759;N7EFA1JQGRI6W8G;54219;RL07-6986-4130-9405
861;1018;2006-01-09 12:37;6143;J26YU73MJV3430D;11420;AG48-4291-7288-7107
862;1670;2005-06-04 02:27;41424;V3E5325VAUXYHFD;48278;QW68-1427-2262-6872
863;739;2002-04-16 22:28;35475;B66TB6BG4RWEYFN;31303;NULL
864;484;2009-12-01 02:59;44599;ECATTA5HWBNZ945;3216;XN79-1412-8233-8062
865;1147;2002-08-30 03:31;5762;IZSXTJUPRY0B5RX;52622;SJ49-6613-4273-8860
866;1281;2006-07-09 06:34;44056;7HK44KA00PWZIB6;81291;BO49-8678-0911-2014
867;987;2006-03-14 17:06;41538;LTWYMPMUIK1V9UB;73852;YX30-0502-2768-0998
868;1840;2008-09-09 15:24;8838;ETSSJ1YXPSX4NU7;87742;MM43-1758-5206-0968
869;1486;2003-05-07 17:56;32371;S0PBUY7HVQLJJEQ;45000;SQ71-3320-5844-9618
870;1175;2007-07-01 15:13;47753;DQLOIEGKUY8USH7;70436;LJ65-1399-0878-6208
871;1373;2002-12-28 23:24;29878;DL3940AFLAWTFFD;81518;IV04-2813-9322-1691
872;1582;2004-06-27 18:35;19333;1QQW8IXDK4HWQDP;14043;HA59-5424-9315-6099
873;995;2005-01-04 22:05;19573;IW6YBH1DF538HM5;45042;WQ05-6345-7407-4586
874;77;2002-08-03 09:55;38557;KXT1RAGUNPOZIEP;31077;WX09-7355-1443-4329
875;1209;2008-10-14 01:04;28777;LJAI8FZJPDG2FOW;8162;TW29-7915-2297-0538
876;1189;2007-11-09 01:27;16131;Z2BSKNM7GCALT1U;43796;YB50-4001-7110-7009
877;957;2009-11-13 20:09;49357;GUNXBM75X9CDUDE;37803;KZ91-6737-0188-7853
878;175;2002-11-12 12:45;8449;NULL;80216;DJ50-6125-8550-6817
879;1505;2009-09-12 12:55;35966;TQ0G3XOXX21W4EQ;53859;PL60-2301-6426-3159
880;1716;2006-06-29 12:00;4589;IFMK1YMDV5UBB8D;70371;CF15-7700-5559-9954
881;195;2007-11-08 09:45;12830;XBS21EXJ6Q08KB0;55299;GI21-4727-8752-4594
882;1655;2009-02-17 08:04;37371;IPUEQUXU3MLX2DL;24881;ZE19-6841-4888-9413
883;1714;2008-11-17 01:17;16154;PYYSLOL4I3EBYDS;3829;UI68-6244-9121-1147
884;168;2005-10-11 13:58;45343;4BTLDYC3EYZFSZH;59160;XN38-3851-1518-4179
885;1513;2004-11-06 07:15;24888;4BJMC8YU4QWNGLV;29422;YT46-7782-6297-3933
886;1435;2010-02-17 13:57;33383;T1TQK0BQLVDNO6B;75674;YH86-3460-7197-9106
887;790;2009-12-14 21:27;14843;MK7NU67WDYHN2PN;59138;RW53-0001-6294-6053
888;1822;2009-12-15 12:52;7695;29LR6Q940T0HUB5;56234;DF80-0147-7324-3282
889;850;2005-02-15 16:52;28938;FE0VE8VMTWDLINO;75162;PX08-3521-2856-6230
890;1131;2010-01-02 12:24;38310;8KKFKKCWA3N06Q1;NULL;RJ99-0027-1753-7197
891;731;2009-08-31 19:44;44580;TJ8OORFTDYX9COL;99437;DR44-7370-2695-1822
892;980;2010-03-19 05:43;38352;448AQPDU14KALUG;40231;AI10-3681-2357-4492
893;325;2005-01-26 04:34;22860;VBRYF07G4Q2LM3J;82806;OT81-7363-4913-3464
894;435;2005-03-28 20:24;22637;HAW2HRB36DMJ648;51090;WX92-8063-0845-2845
895;1187;2002-08-26 06:04;5811;ITE1WMW4WS5ZNR8;NULL;EU83-3310-7968-9829
896;630;2004-06-01 18:38;18121;LYTAYEM3ZNS2DOA;69494;ZX30-7215-8360-1994
897;1031;2005-10-01 23:23;23345;IJ3SPHPUER5PMCG;31248;OI38-7629-5918-5276
898;1529;2008-02-13 13:44;24258;5OX8BYJ37A28UUQ;32119;ZL86-7489-5645-0190
899;1378;2008-04-16 04:59;41231;H5H3OF838YV68WH;2564;WP23-2566-7658-4279
900;1227;2010-01-24 03:58;7805;7EWOQ2PJZZLEFG0;77810;MB03-3550-6318-5255
901;770;2006-09-23 05:16;21859;1X7HVCPQGUZC2DU;10806;FG79-6659-0435-2079
902;1025;2006-06-11 03:27;75;TF1FX1HFFX4OTTN;55559;CP12-0090-4327-3396
903;625;2003-12-09 23:40;21678;XB5BP0RVO68W2CH;24426;ZE69-2632-6806-6736
904;1681;2006-03-18 16:37;45138;4AL0FLMZGR1X81W;84229;PX61-7596-2114-5377
905;1757;2010-04-24 12:08;31818;67EQ7JLTN6QQSLD;89532;PV74-0966-0342-9865
906;1731;2009-09-22 00:57;3647;GHJJ8NCCP6UYYUN;82123;KN37-2003-8090-8696
907;1292;2009-10-22 04:05;49622;AMPVXQEKPSD9UV6;73546;GB27-1055-2322-4728
908;1779;2008-06-27 06:25;20051;EXHQHDDJU211PMU;24264;PH12-1111-8514-0921
909;51;2008-09-02 04:05;30214;NULL;74043;NU67-7138-8567-1429
910;1726;2006-05-18 13:05;35311;J2G6VH5P3YTG93H;78091;JJ37-8738-6804-4573
911;1625;2005-01-22 17:06;24848;ZZK0CX6W860VPDV;21386;UI00-6394-1114-2969
912;212;2008-10-25 15:08;18388;XKPSF0ZWSSMIJX9;80165;BA16-2969-5850-3751
913;600;1971-01-01 00:00;33693;K81P2TGMWJXOG9Z;84880;JJ47-0326-4673-8394
914;373;2006-09-19 06:38;18752;2RIODPDZ0N8KAND;52555;JN63-3792-8066-6962
915;208;2010-04-10 13:50;39929;X9BHB6Z343VV2AF;74954;KI12-7943-7908-8336
916;978;2007-04-02 04:57;18773;SWFSEKDVU2OFKVB;77181;GK65-6724-1791-5076
917;1589;2007-11-22 04:32;25269;6NR6YIEWREK9TIX;4768;MU10-7975-5019-5670
918;1012;2007-07-18 01:09;40132;7QSD7LWCWFM9IKI;70865;GZ52-7733-9875-4548
919;392;2007-07-06 08:30;19711;SLPEI8J9HJ1Z031;78864;KW56-2204-5528-5750
920;1127;2007-01-25 19:43;22379;4Y7U3Y2KQFAIV5E;16650;LG52-3201-1481-9634
921;1340;2003-07-12 13:33;29213;VAH8SI7Y6IVNJWB;72579;IX43-7097-8596-9438
922;1771;2007-07-25 09:07;33842;EA4KDO5UJ4O3Y1D;10238;AG31-6061-5713-1995
923;202;2007-03-30 04:14;29900;5U3PLSJLQ8OL2F0;69417;CL38-4092-6436-0100
924;1359;2005-07-25 22:32;44062;3G3L1UT75NPNU30;90908;IP27-2084-2897-0352
925;1319;2004-05-04 05:32;3173;4JIPSM8LRIT4ZKR;51236;QX93-6217-4178-1001
926;188;2008-10-29 19:29;41526;3T0IXSBB1VKX3VR;85358;ET35-8608-8066-2406
927;1620;2003-10-11 17:40;46474;8JGIWB1G8IUI0O8;80104;RT87-9492-0041-6748
928;228;2010-06-01 14:00;46936;VKJ03H7C86NW2AI;63039;CW60-1285-5149-5829
929;991;2010-10-09 01:40;32745;R7WF397RRJAFYSB;30915;DP80-5866-7358-1607
930;629;2010-12-08 03:51;10656;NZ2IBQJQC49QO5E;37401;CR49-1619-9392-7096
931;198;2006-05-15 06:26;42786;ZYRTSTHMDS9J7RE;58385;EX88-1731-1009-4013
932;854;2004-02-08 02:04;25098;VA938ZJ0N52ZZG3;21093;MT89-5945-1797-6110
933;1036;2003-10-02 06:25;17218;5CFZ1HKTHG5JH0I;38543;VT72-3930-2261-9825
934;393;2005-07-28 07:45;28160;QTVEVBP0FQ5MQHM;42179;YQ93-1189-3269-1672
935;394;2010-08-19 08:57;32730;OMDVCEEDPFLST0J;57932;CO94-5363-5181-8971
936;1504;2010-10-06 06:43;12755;NI95LPQUMEKACY3;17835;MB90-1481-2780-0895
937;398;2003-05-31 06:17;15692;T8VUMN8BEHPGQX7;8881;EQ70-8526-0164-9314
938;369;2007-03-12 08:24;21017;6IZ87HBZVJ8XT41;44617;WE23-0071-5934-1023
939;981;2004-09-01 08:39;13525;CKYL4P009YQ30A3;48306;NL16-5305-1034-5677
940;125;2006-06-19 01:49;21240;754TZVTCWVZ2EAH;67972;NO52-0883-1936-0785
941;386;2006-02-14 06:18;33762;GY45YL9HHYY9Q7Z;28997;RP49-9864-5308-6395
942;581;2002-04-29 09:52;44792;FIQO07RHRMO9PXL;89303;HF00-7148-2789-0220
943;1038;2003-06-20 15:01;27482;GFN16YRMVMB0WJL;56132;EW55-8134-9233-3801
944;278;2003-04-15 08:46;43627;VEMVJTA86NDBW0R;93929;EP26-9650-4413-4569
945;1919;2009-09-30 03:46;13461;DYSAJXEHR4SDWRK;81197;BK25-5574-9392-3918
946;1556;2006-12-11 19:18;26191;0ZDBAPFN5FVJKFP;53505;VI57-0183-2611-9063
947;569;2002-11-07 04:35;4659;URNXRB5Y054F0XC;85603;VR51-0215-1520-7815
948;751;2005-06-30 23:05;4107;26AXMG9NJ4541UX;24574;WB66-1538-5396-0510
949;533;2005-10-17 14:44;32709;EXI44MGPTFB5LZN;NULL;TU11-0622-8796-8529
950;1633;2008-12-26 15:27;37039;3GHE4S8EIZEM51W;83557;US52-3062-4412-5500
951;367;2005-10-04 01:31;42852;8S12E7BFPL37432;90950;CQ65-0229-1190-5857
952;591;2007-11-15 17:28;33214;HX1LDI7MP4M48UJ;49264;PY33-3520-8860-8723
953;796;2009-03-28 14:52;4546;J5XTYKTV51OJP19;95184;MH32-2106-3346-3217
954;1532;2003-01-19 18:01;18852;WV48ZASPKFD9L67;78009;ZZ23-9861-4716-0061
955;508;2006-10-06 15:26;28593;1AOZ69KW45GBTOW;80710;EI55-3555-5143-1982
956;436;2004-07-02 18:50;38017;U78DPBS8C78J7JA;20661;LO95-0121-6286-6806
957;984;2010-06-26 01:01;20175;UTHEDA7NA84UUGV;22406;AP86-3080-9277-6983
958;1109;2002-11-17 04:55;27617;IPFDYT6QHFMZ01P;66057;HI99-6340-5949-0876
959;618;2010-08-06 18:08;41964;UHH07HAJZL3H6YD;89878;KC79-8408-2872-9796
960;1687;2008-05-18 21:08;40292;BC0I4X00NQXXN8M;NULL;MZ32-7751-6382-2957
961;205;2008-07-14 18:27;7174;IJZDYVO0EVDDQPJ;88047;IG21-7110-0390-3770
962;1531;2010-04-22 10:56;2686;1QNN17GXGHDHKDW;92874;NS65-0778-8817-0160
963;1643;2010-01-13 02:24;37307;YUYNY0XGOZ38JN9;32455;LB69-1281-7285-6687
964;621;2008-07-20 02:34;19558;6EVWLY7B32XHI7G;27264;KF15-3236-0106-9588
965;1810;2004-04-20 21:38;42526;ZMEWQWK1T7Z138D;42283;XR15-2935-3108-4328
966;1725;2004-04-10 11:01;49751;8FA6HZ50NMJW3FY;54288;MN61-8660-8945-9040
967;1341;2003-04-24 10:40;1170;J28X9D79TU3EZ68;48440;YD69-8751-9441-4463
968;1815;2005-03-31 07:23;5532;O492WAJ0GD94DNX;48262;SM41-3253-7753-0160
969;1693;2007-01-30 21:40;36022;8HH0ZGJU80CMVR1;32365;EW95-3755-7926-1854
970;1751;2010-07-05 07:06;27174;EO8Y6VL9I8GV32W;61469;ZV17-7743-3456-5649
971;657;2005-11-02 22:40;3080;WP5HO7W8LEUVXX4;70972;AV08-7682-5210-7825
972;514;2002-09-12 20:08;4252;CSPOFY7DW8IQZNR;14420;BF34-0162-5090-1850
973;403;2004-11-15 16:30;26607;46P6MKS6SZDS0PB;68782;PB71-5987-3496-6367
974;556;2003-01-18 06:40;48472;4SJBD7PXIRKFP58;18075;EA01-0769-5841-6234
975;882;2002-12-12 13:24;38618;NPRR7X2RZIWGLED;79812;WL16-4645-3540-7015
976;1769;2003-03-16 03:41;34421;WWL73FSWGROUZCH;88896;FW86-4201-2335-8526
977;1653;2006-02-04 18:06;6360;RF5BXKD7PRBUA9C;47614;EK22-1092-8965-3059
978;1387;2005-12-15 19:27;36273;EDJSK1U7XUAF97S;169;LJ02-4684-9104-5343
979;1672;2006-10-25 18:45;30600;1AO5929CIEHB3XM;37985;BX33-9955-6770-1096
980;1561;2008-05-23 10:13;26983;FLGMTO1PLXD39XY;49590;DU98-1276-6134-6934
981;297;2007-12-24 14:54;36867;ZOSZL6TC4695KI3;10264;HX33-4942-6891-4408
982;1959;2009-04-11 18:35;42367;840NQ6TC8ZKCO52;97174;UW95-5351-2688-6527
983;192;2006-08-15 23:16;14227;GYCF5ML8R4HMFW5;99427;IK03-3724-5140-3798
984;1183;2003-10-14 10:12;45706;TEV5XARTUGRLMHO;80917;XE31-2788-1344-9291
985;1941;2007-03-07 02:20;17804;4OOL6OULISVMO7X;89264;HP64-8527-8642-6131
986;1291;2009-06-29 12:58;9572;UHI9AWN67JLOVZL;34620;JP48-6535-7955-7673
987;26;2005-11-11 11:11;20551;GJHQ7JW5K9N5E44;43686;OC26-2220-9699-2632
988;1462;2002-09-13 12:24;48367;IER5ZEN81IEM35Q;65349;XH16-6194-7674-1103
989;1875;2009-10-21 16:19;49567;6L64P64AKDP18IR;72200;BK73-5840-1268-1915
990;714;2008-02-17 14:07;44714;EY5G8GB1W9PO5A2;39388;NULL
991;1886;2002-04-13 05:42;42580;I4ZSY0WB9GKMPLZ;92234;IP29-5605-8788-4320
992;1374;2002-07-15 01:21;38076;QB84ZAAPA57GHG5;86807;MM64-6901-8178-5340
993;1124;2007-08-05 14:16;29053;AAJ4IZ4E1T6RVPC;79465;KM24-9266-4781-5508
994;504;2007-04-15 11:31;23233;96YT1XF8U9ITSGU;13979;AJ96-0590-0109-3927
995;1459;2008-12-04 07:22;14066;BABF2V0R7T253IT;43479;IO33-6698-2441-2779
996;507;2006-10-24 19:22;31076;SW6BIB8DUA99GBL;6419;UP45-1515-1967-6323
997;813;2003-04-16 07:27;7485;ZDGLDX8E56M8UA4;2136;YF76-8702-8059-9705
998;1503;2005-11-30 12:26;7924;FW0V9JB02YKRMRA;76582;UG15-3864-5883-7813
999;318;2009-12-24 11:08;1101;7H5Q187VNS5BP0I;56417;CI38-8875-8819-5194
1000;1594;2007-06-22 16:45;13711;6WTKAQCG1GJFCHS;52299;KT22-5019-1379-8655
1001;1336;2005-08-20 08:37;25020;VQ0D4EA7O47HD0A;50779;YY79-4917-8865-0642
1002;148;2008-08-07 21:11;49127;F0LPXQLH4PPLPSI;85096;NQ64-0374-9748-5201
1003;1327;2009-05-31 01:24;18085;0QFZ04GRMLV6IV2;7760;BD34-3270-2343-0423
1004;544;2006-04-14 07:37;5534;5HZCV2G54I8EPOI;76031;JH91-7553-1744-3046
1005;1869;2005-02-23 16:47;33959;M1GMKB1BKT3CVFZ;69996;YL64-4357-7468-3385
1006;1636;2005-01-22 05:22;38600;MNG8S6AXAAUHV12;10308;GQ15-8864-7448-2612
1007;1611;2004-12-31 00:58;6606;3YJHEGGTFOS2Z4A;69640;AQ33-6497-0368-5816
1008;804;2008-03-11 08:12;6075;JYS1893GQJCAHJF;5011;VI09-0216-3620-7212
1009;1560;2002-02-08 04:36;30234;Q58WVHV67MS4E8X;79202;RR60-0267-6512-3355
1010;187;2005-07-24 11:44;44173;Z4YW91OTU3QU35C;11951;UC77-7276-4116-4859
1011;1148;2009-05-28 00:44;31656;89BUWDU13LTMHZ2;18948;NX60-7349-6185-8222
1012;1634;2006-07-12 05:33;33902;M7ACLI9PGE1SQ13;99929;WD14-6095-6221-0730
1013;1786;1971-01-01 00:00;47017;9WW4W39MAWTN72C;62623;JS79-0355-7967-4501
1014;1454;2007-01-22 10:10;14981;188WV09PZMDHB2A;14792;NK08-4875-2154-4475
1015;1732;2004-03-16 07:54;3425;ISCK3XMJYO1PPMH;31709;JZ83-4862-9583-7066
1016;1171;2002-05-27 06:13;14807;16QIS669M659PRA;61862;VA57-3901-5614-1590
1017;1936;2010-04-03 23:51;38460;LR4FQRS3MOX6YK0;76742;DH25-1563-9159-3641
1018;1980;2005-09-07 11:39;41601;5ZF5BS9BL3YWRCT;5923;NC49-8365-6567-2141
1019;530;2008-04-01 16:12;1753;ET3XH1NADMW49ZA;68833;LT54-4179-8062-8692
1020;1970;2003-05-17 00:14;32953;5S4QB4XTHSUNTVC;22610;AU36-2614-9503-8504
1021;722;2005-10-22 08:40;29199;VQS5G2V3C5SOV52;88026;XR74-5445-9149-2782
1022;1134;2009-05-29 23:50;2804;SWRY72W9WAGO7ZH;29045;QM95-8491-8011-6276
1023;1696;2002-08-11 22:16;5966;AM8I75L2X1E5C9X;87268;SY04-4167-1521-7956
1024;1640;2006-06-09 15:04;41309;Q8UX4D3SUJ86M6V;71773;LJ10-8765-5495-9184
1025;113;2009-12-13 07:33;34595;OAD9WJEMBP15OQX;72713;IJ64-9283-0025-8335
1026;1558;2010-03-25 01:24;0;C3YZ5JDXJFOOWEF;55515;ZG51-6888-2710-4548
1027;1539;1971-01-01 00:00;15004;51H1VNF6T7MFBX3;17909;UE53-9907-8931-1342
1028;577;2005-04-21 21:18;25199;LLTJ8W64XGQGVQQ;92215;AN83-5247-7910-9766
1029;923;2006-02-07 05:52;3373;9AZN9VRONR5XXYL;46393;TB37-9022-6076-7954
1030;1951;2008-08-02 04:58;34405;BJ2AKWI9UC4FXZA;90584;OA10-0515-5424-4536
1031;1775;2005-02-12 23:18;7542;HP50XGUQU4VGQ96;10699;GM08-3617-2310-1758
1032;1960;2007-02-17 18:02;26936;V44BOFBDSQSWQCR;16184;BS05-2133-7335-0176
1033;1436;2010-11-29 20:14;48437;H3G8TKNVPCGF01I;87238;AT30-4728-7617-0381
1034;147;2002-03-08 05:39;35172;65JSUYE2DR86OYZ;86717;WK49-4616-2709-6447
1035;2009;2006-12-22 08:19;16889;D7ZNTX5AG9MCZWD;75172;BO06-7398-4313-8129
1036;90;2010-05-05 02:00;1962;86PLSYUIOEV1CG6;82259;DE59-8938-3088-4276
1037;1479;2004-10-04 01:35;37740;CX2T2US809CKB12;79239;DW73-5883-7284-4799
1038;204;2010-05-17 17:42;24281;DHYH8EQFCGYF24Y;45121;PZ02-5138-2903-8622
1039;1873;2010-11-11 17:11;8692;3WZ1TKODEHKJMA7;65230;NM68-4005-7958-6150
1040;1288;2002-05-04 15:39;11747;BDNUIPHY7MGLWD5;59302;NM43-1460-6205-4341
1041;623;2009-08-19 17:24;29205;ACGF21NTSK2RT6T;73460;HI59-4615-2309-1503
1042;1752;2004-02-13 20:57;2965;9B3OG4HEF1U742H;82726;KM06-3027-9621-9336
1043;1410;2006-06-30 12:00;14475;BO9ATSKAQU2YMP5;95797;MO49-5037-8498-4200
1044;1691;2008-09-01 02:59;18132;TECK9HF6U2006GP;44451;YU26-8312-6799-6738
1045;1421;2002-08-06 07:47;5394;21G4XI8HQTYM1JR;24249;WY11-3240-6257-1226
1046;125;2006-03-31 04:34;13057;WTDPQXSU93FRRK3;67685;EO17-8884-2508-1555
1047;1823;2009-09-21 13:22;8677;4CVL902A5VTFJT4;37594;RE04-1445-1264-9434
1048;699;2006-10-02 00:08;41060;BA4C3ZZ58MVU3HP;83934;QP36-9807-1643-1257
1049;289;2006-06-22 15:10;14072;PNHPN6FVR2JV3CB;16115;KY03-4520-0505-6791
1050;1518;2005-05-22 06:21;19807;Y3FHFQ74CQCN587;92284;KV95-0772-6026-3305
1051;1841;2006-11-20 05:17;49259;5MQVBEN4V8L0F41;93276;VR11-8654-5891-1713
1052;1955;2009-09-01 07:30;42616;BFVZ18RZGCDXTSQ;10915;LV35-9533-6351-8471
1053;672;2003-02-17 07:42;15884;UVPHMF4KFBM656P;64066;FU02-5916-1438-7669
1054;1925;2006-01-13 15:15;6170;PGBQC7MXVQFY1QB;68973;GB94-0322-2620-3253
1055;451;2004-07-17 12:12;18149;I25KFJ9VABJQMKU;84289;DS48-2618-2997-1885
1056;1891;2006-03-05 02:27;34512;N57DG06N8RLV05J;35390;YL97-8833-5513-5527
1057;1173;2009-01-22 16:54;22216;ZJO205S56FF1NWB;61701;BJ96-3024-8912-4194
1058;2044;2005-01-09 10:20;43161;W5AWIXLIVIBNYEV;59015;UN74-3552-7880-9094
1059;1464;2004-03-01 06:06;26777;RUQ2VR8IC260K5Z;72651;EY66-0204-3928-2239
1060;96;2010-06-17 17:50;20939;GAYUVN62Y66HT46;62998;RE10-1340-9055-0793
1061;1722;2007-01-20 06:12;18955;KA9T68F5XRJGQKX;63058;MU49-2778-5257-5568
1062;881;2010-11-03 19:28;13400;JY7OG194NO3PLQO;66400;PL48-2024-5214-7069
1063;1978;2009-12-14 23:30;3233;VFGAV667UTX33QB;5651;TE38-8742-5483-9180
1064;125;2007-05-30 19:59;21671;8FYVXIBI055H5PJ;27911;NJ90-3184-9282-0063
1065;270;2005-01-27 08:54;22692;3BKB3NUCR0TM460;77373;SG07-0279-9828-4875
1066;1706;2005-12-21 10:33;17236;DPH5STAC3X9Q0O2;6254;RT52-0491-6580-8202
1067;564;2005-08-24 15:30;33219;9Q0R5ZAKLM3WOOE;39104;CN03-4862-8505-4529
1068;356;2009-03-22 19:05;48731;474F8EE91785E3B;57214;UV23-7855-2752-5946
1069;100;2010-07-20 21:13;30127;YODD68SEEWJ5PDO;81167;HX79-5336-3126-7927
1070;1520;2007-09-19 08:10;13018;IELSKMWVCQQXR46;24248;CQ68-2896-3149-5451
1071;1395;2010-06-12 06:19;15686;A0Y0B1OWFQ0BU8J;79369;DX85-5389-9612-0132
1072;794;2003-01-09 12:30;40527;JTNZIIIBRI0GIUM;24181;MB09-7615-5397-7217
1073;1455;2010-05-23 06:40;29767;Q2VPFN2HQPDULL0;21205;BQ35-6843-8068-8647
1074;1638;2005-05-06 20:00;29854;63DXH6ZRHM8T17E;46379;RM33-4028-5944-6440
1075;1950;2009-08-12 22:47;22548;3QLSCU8VQ59S5OQ;64813;SF72-9296-9831-9101
1076;1772;2010-04-02 03:17;29988;HV9EGPSJ247SF9G;69113;GL31-4521-7992-6195
1077;1626;2010-04-23 20:40;14723;BRQUZ8SBUH6BX6L;58788;IG51-2362-8947-3105
1078;1417;2002-09-28 20:51;34672;V1B5XZ4DY2P8MFG;40993;SK28-8730-6091-7921
1079;61;2002-01-06 14:28;571;PQHDXW793XJYJGM;81889;OX80-5029-0168-3354
1080;1014;2002-03-12 10:30;28251;IDWDYAKBNDVXIJP;79910;IF28-5461-3414-4893
1081;670;2002-03-24 18:10;25917;1OM6O8WZU120F5U;40111;BB59-3046-7626-5189
1082;920;2005-06-24 01:15;23944;FTQ8I2JF55QJ0AQ;1875;QV66-3584-1821-7922
1083;1742;2009-10-30 06:08;11127;84XUUF7AHWIW8KW;65723;EN68-7997-3142-8389
1084;658;2002-09-18 23:30;33567;JDHPTGWY561JHCZ;26032;PE57-5171-7243-9755
1085;1491;2003-09-13 23:40;35147;AIRB7ZN0LGRLJN7;8983;YT76-9886-2853-0082
1086;1939;2006-06-13 15:47;14926;970MT1QS7YPNEOS;53823;DO69-9495-3964-8116
1087;1740;2006-01-01 10:19;11052;XYLPTLAKQG3COAF;82879;YN44-0686-3781-1789
1088;1487;2006-11-17 04:58;42266;ZG9ACCR9RY39AZM;70511;XC98-8629-5410-1408
1089;1744;2008-08-20 17:26;17022;ONOL1HROXGWCXD4;54518;AX92-2563-6904-4691
1090;1662;2002-10-20 05:51;32377;J6OXEIRK7BYUH09;41791;QR73-1702-0591-9616
1091;1162;2003-04-13 09:05;29747;U6O1MTGIOLCWGEC;21752;QR94-6368-7832-2810
1092;426;2010-09-24 15:14;44580;U6P3AOJ6V3EPIX6;84194;QA54-2259-5890-8945
1093;1419;2008-03-18 11:36;47505;64IQO2BPQ69T5V4;5776;IK36-9277-5296-3903
1094;1707;2002-05-27 23:20;37754;ZKZBB5G5NI5IFQZ;69643;DW29-2839-5436-2763
1095;2049;2006-04-14 09:26;42792;EFPBWLPRU0D4FQ0;74557;VF96-4649-1215-0617
1096;498;2009-10-15 21:56;15804;ZLQYXVL0OC36XSA;9144;IW98-0112-0136-2337
1097;1557;2005-02-28 21:27;49733;6HEP5SVEV7GASBQ;51832;XZ32-0411-5643-9733
1098;2008;2010-01-30 16:00;42805;I6IT00TJUPNKHIU;36040;IS10-8773-9148-6659
1099;1637;2005-08-05 18:04;45441;PEXXBAT7QC3PEA8;57562;AC45-3935-4752-2131
1100;5;2007-08-15 21:14;38158;M6OQAGZ6OVVG5BW;67887;JT64-4531-4736-6595
1101;1450;2002-08-07 13:03;29838;CELEETL7CB3NX34;63698;MU53-5834-7063-8088
1102;1631;2002-07-02 18:17;9946;GAYBU3S9FR8GFC2;95192;YJ90-6056-6789-0118
1103;1993;2007-03-14 02:55;10933;GQD0PUYSKHEYDB8;NULL;ZS76-2984-7554-6259
1104;2042;1971-01-01 00:00;1053;QB0VDLH8MBYMK5R;33691;VV12-3179-9696-2464
1105;1897;2009-10-03 07:00;4121;9N76Q4UMB5QDPTW;92329;SE92-5649-9818-6388
1106;1089;2005-12-10 00:02;8732;IOP4C61V94EDVC8;64797;CN78-7737-4716-1948
1107;687;2005-11-11 16:47;12849;PFPP32TMGDK8U4J;96406;HA98-8061-5266-1488
1108;541;2010-04-11 00:49;36030;FV3VFMM2LCXMQGR;4754;CD40-2943-0285-7079
1109;1832;2008-10-12 11:42;33622;WBN9360GU3OZMT0;16412;UR94-9905-0518-5776
1110;1795;2007-06-02 16:28;38162;KLYZ8CZ3TN3Q57V;57519;ET50-1344-8234-5652
1111;1383;2005-04-16 08:55;19789;MLBIHAO8VN1CYMF;44462;KV06-6923-3559-4468
1112;1966;2006-11-11 05:47;37545;CT24HRPJCJGG39B;70740;PD12-4990-4079-4324
1113;81;2008-04-26 20:03;42589;7OD0IIMAWQ4LBM5;2679;EB57-5411-3476-9372
1114;930;2005-01-03 19:52;48527;7BEC4QHUVR5XT75;93780;HG94-0691-3140-5518
1115;455;2003-12-21 19:36;45023;CE499F9T6S8RM48;54183;VX06-2959-2488-6295
1116;1834;2010-03-26 23:39;45012;EA9RUYIG6I4QCPG;7796;FB92-6948-3443-8877
1117;1807;2003-07-30 04:57;2273;LJ8WHVWS1K6CIQ8;43128;KE17-2982-3768-1366
1118;691;2003-01-05 13:20;19667;IFJJYDRDVN2QAJH;77581;DB89-4184-7288-7473
1119;1280;2009-03-28 23:59;36524;BJ63VB8IDHQ9S5Y;28881;OQ97-5375-1621-2818
1120;2092;2005-09-16 20:19;0;AD7W6XQ7RV0TT5H;65410;BU65-9538-2954-9259
